DUFUYA,Primary,,,,
Dufuya Primary School,,8,43,,
DUHAMZONDO PRIMARY,Primary,,,,
DUKAUPFU,Secondary,,,,
Dukaupfu Secondary School,,8,,,
DUKUTUKU (MASVAURE),Secondary,,,,
DUKWE,Primary,,,,
DULA,Primary,,,,
DULA,Secondary,,,,
DULIBADZIMO,Primary,,,,
DULUTSHA,Primary,,,,
DUMA ,Primary,,,,
DUMBA,Primary,,,,
DUMBA,Primary,,,,
Dumba Primary School,,7,33,,
Dumbabwe Secondary School,,10,59,,
DUMBAMWE,Secondary,,,,
Dumbamwe High School,,10,58,,
Dumbamwe Secondary School,,10,58,,
DUMEZWENI,Primary,,,,
DUMISA,Primary,,,,
DUNDUBALA,Primary,,,,
DUNE,Primary,,,,
Dune Secondary School,,10,55,,
DUNGA PRY,Primary,,,,
DUNGU,Primary,,,,
DUNGWIZA,Primary,,,,
DUNNOTAR ,Primary,,,,
DUNOLLY ,Primary,,,,
DUNSINANE,Primary,,,,
DUNUZA,Primary,,,,
DUNUZA MAHANYELE,Primary,,,,
DUNUZA USWAUSHAVA,Primary,,,,
DUNUZA-CHISASE PRY,Primary,,,,
DUPUTE,Primary,,,,
DUPWI,Primary,,,,
Dupwi Primary School,,8,43,,
DURLSTONE,Primary,,,,
DURUWUYU PRIMARY,Primary,,,,
DUSTAN MUSWITI ,Primary,,,,
DWALA,Primary,,,,
DWALENI,Primary,,,,
DZANDURA  ,Primary,,,,
DZARAMBA,Primary,,,,
DZAROVA,Primary,,,,
Dzarova Primary School,,10,55,,
DZEMBE,Secondary,,,,
DZENGA,Primary,,,,
DZETE (NYADORA),Secondary,,,,
DZIKA,Primary,,,,
DZIKAMIDZI,Primary,,,,
DZIMAIWE,Primary,,,,
DZIMAIWE,Secondary,,,,
DZIMATI ,Primary,,,,
DZINGIRAI ,Primary,,,,
DZINGIRE,Primary,,,,
DZINGWE,Primary,,,,
DZINGWE ,Secondary,,,,
DZIRE,Primary,,,,
DZIVARASEKWA 2 HIGH,Secondary,,,,
DZIVARASEKWA BARRACKS,Primary,,,,
DZIVARASEKWA I HIGH,Secondary,,,,
DZIVARENGAMWA,Secondary,,,,
DZIVARESEKWA  NO  6,Primary,,,,
DZIVARESEKWA  NO 4,Primary,,,,
DZIVARESEKWA  NO 5,Primary,,,,
Dzivaresekwa High 1 School – [,,1,1,,
Dzivaresekwa High 2 School – D,,1,1,,
DZIVARETSANGA,Primary,,,,
DZOBO,Primary,,,,
DZORO,Secondary,,,,
DZUMBUNU  ,Primary,,,,
DZVAIRO,Primary,,,,
Dzvandamutusva Secondary Schoo,,4,,,
DZVUKE,Primary,,,,
E. D. Mnangagwa Primary School,,8,44,,
EAGLE,Secondary,,,,
EAGLE TANNING,Primary,,,,
EAGLESVALE,Secondary,,,,
Eaglesvale High School,,1,1,,
EAGLESVALE PREPARATORY,Primary,,,,
EALING,Primary,,,,
EARLYWORM,Primary,,,,
EASTERLEA,Primary,,,,
Eastern Highlands Primary Scho,,10,59,,
EASTERN HIGHLANDS TEA EST,Primary,,,,
EASTRANGE,Primary,,,,
EASTRIDGE,Primary,,,,
EASTVIEW ,Secondary,,,,
EBENEZER RUSDALE JUNIOR,Primary,,,,
EBENHAEZER ,Primary,,,,
EBLEY S.D.A,Primary,,,,
EDZAI MPUMELELO,Primary,,,,
EIFFEL FLATS,Primary,,,,
EKUKHANYENI ,Secondary,,,,
EKUPHAKAMENI SEC,Secondary,,,,
EKUSILENI,Secondary,,,,
EKUSILENI,Primary,,,,
Ekusileni Primary School,,7,,,
Ekusileni Secondary School,,7,,,
Eland Junior School – [[Mabelr,,1,1,,
ELANGENI,Primary,,,,
ELIHLO,Primary,,,,
Elihlo Primary School – Lupane,,6,29,,
ELIM PENHALONGA,Primary,,,,
ELISE GLEDHILL,Secondary,,,,
ELITSHENI,Primary,,,,
Ellim Mission,,10,61,,
ELLIS ROBINS BOYS HIGH,Secondary,,,,
Ellis Robins School,,1,1,,
Ellise Gladhill Secondary Scho,,10,59,,
ELSTON,Primary,,,,
EMAKHANDENI,Primary,,,,
EMAKHANDENI ,Secondary,,,,
Emakhandeni Secondary School,,2,3,,
EMBAKWE,Primary,,,,
EMBAKWE  HIGH,Secondary,,,,
Embakwe High School,,7,,,
EMERALD,Primary,,,,
EMERALD  (MT SELINDA 'B'),Secondary,,,,
EMERALD  HILLFOR THE DEAF,Primary,,,,
EMERALD HILL FOR THE DEAF,Secondary,,,,
Emerald Hill School,,1,1,,
EMGANWINI SEC  SCHOOL,Secondary,,,,
EMHLABATHINI,Primary,,,,
EMHLABATHINI,Secondary,,,,
EMHLANGENI,Primary,,,,
EMHLONHLWENI,Primary,,,,
EMKHONYENI,Primary,,,,
EMMANUEL,Secondary,,,,
Emmanuel Secondary School,,10,61,,
EMOBENI,Primary,,,,
EMPANDENI,Primary,,,,
EMPANDENI  HIGH  SCHOOL,Secondary,,,,
Empandeni Girls High School,,7,,,
EMQWASHINI,Primary,,,,
EMSIZINI ,Secondary,,,,
EMTHONJENI,Primary,,,,
Emthonjeni Primary School,,8,44,,
ENALENI,Primary,,,,
ENAVANT (SAUNGWEME),Primary,,,,
ENDEAVOUR,Primary,,,,
ENERST KADUNGURE,Primary,,,,
ENSANGO,Primary,,,,
ENTERPRISE,Primary,,,,
ENTRE RIOS,Primary,,,,
ENTUMBANE ,Secondary,,,,
Entumbane Secondary School,,2,3,,
ENYANDENI,Primary,,,,
EPIPHANY,Primary,,,,
EPWORTH,Primary,,,,
EPWORTH HIGH,Secondary,,,,
ESIBOMBO,Primary,,,,
ESIGODINI,Primary,,,,
ESIPHIKENI,Primary,,,,
ESIPHIKENI,Secondary,,,,
ESKBANK,Primary,,,,
ETINA,Secondary,,,,
Eveline Girls High,,2,3,,
EVELINE HIGH,Secondary,,,,
EXCELSIOR  FALLS,Primary,,,,
EXWICK ,Primary,,,,
EYECOURT,Primary,,,,
EZEKIEL GUTI,Primary,,,,
FAERDAN,Primary,,,,
FAFI,Primary,,,,
FAFI,Secondary,,,,
Fafi Primary School,,8,44,,
FAIR ADVENTURE,Primary,,,,
FAIRBAIRNS,Primary,,,,
FAIRBRIDGE ,Primary,,,,
FAIRFIELD,Primary,,,,
FAIRFIELD,Primary,,,,
Fairfield Primary School,,8,40,,
FAIRVIEW,Primary,,,,
FAIRVIEW,Secondary,,,,
FAIRVIEW PRIMARY,Primary,,,,
FAIRVIEW ST DAVID'S,Primary,,,,
Faith Learnng Centre,,1,2,,
FALCON COLLEGE,Secondary,,,,
Falcon College – Esigodini,,2,3,,
FAMBIDZANAI,Secondary,,,,
FARAI,Primary,,,,
FARAI,Primary,,,,
FARAI,Primary,,,,
FARAI SECONDARY,Secondary,,,,
FATIMA,Primary,,,,
FATIMA,Primary,,,,
FATIMA,Secondary,,,,
FATIMA,Primary,,,,
FATIMA HIGH,Secondary,,,,
Fatima High School,,6,,,
Fatima Primary School – Lupane,,6,29,,
Fatima Secondary School,,8,44,,
FELS ESTATES,Primary,,,,
FERN VALLEY,Primary,,,,
FEVERSHAM PRIMARY,Primary,,,,
FIELD AIR BASE,Primary,,,,
FILABUSI ,Secondary,,,,
FILABUSI B,Primary,,,,
FILABUSI GOVERNMENT,Primary,,,,
FIONA,Primary,,,,
FIONA,Secondary,,,,
FIROMUMWE,Secondary,,,,
FIROMUMWE ,Primary,,,,
FISHU,Primary,,,,
FITCHLEA,Primary,,,,
Fitchlea Primary School,,8,44,,
FIVESTREAMS,Primary,,,,
Fizho Primary School,,8,47,,
Flame Girls College,,8,43,,
FLETCHER,Secondary,,,,
Fletcher High School,,8,43,,
FOLKINGTON,Primary,,,,
FOMBE,Secondary,,,,
FOMBE,Primary,,,,
FOOTHERGILL,Primary,,,,
FOOTHILLS,Primary,,,,
FOOTHILLS ROAD,Primary,,,,
FORRESTER A,Primary,,,,
FORRESTER E,Primary,,,,
FORRESTER F,Primary,,,,
FORRESTER J,Primary,,,,
FORT RIXON,Secondary,,,,
FORT USHER,Primary,,,,
FORT USHER 2,Primary,,,,
FOUNDERS HIGH,Secondary,,,,
Founders High School,,2,3,,
FRADERICK MABAMBA HG,Secondary,,,,
FRANCIS APHIRI,Primary,,,,
FRANK JOHNSON,Primary,,,,
FREDA MINE,Primary,,,,
FUCHIRA,Primary,,,,
FUDU,Primary,,,,
FUDU,Secondary,,,,
FULA,Primary,,,,
Fula Primary School,,7,33,,
FULECHE,Primary,,,,
FULECHE,Secondary,,,,
FULUNYE,Primary,,,,
FUMUGWE,Primary,,,,
Fumugwe Primary School – [[Mat,,7,,,
FUNDO RPIMARY,Primary,,,,
FUNGISAI,Primary,,,,
Fungisai Primary School,,1,2,,
FUNYE,Secondary,,,,
FURAMERA,Secondary,,,,
FURAMERA,Primary,,,,
FURIDZI RAFI,Primary,,,,
FURUMELE,Primary,,,,
FUSI,Primary,,,,
FUSIRA PRIMARY,Primary,,,,
Futures Academy High School – ,,1,1,,
FYNNLAND,Primary,,,,
G & N,Secondary,,,,
G & N MISSION RUSHUMBE,Secondary,,,,
G AND N,Primary,,,,
G0WAKOWA,Primary,,,,
GABA,Primary,,,,
GABABE,Primary,,,,
GABABI,Primary,,,,
GADAGA,Primary,,,,
GADZA,Primary,,,,
GADZA,Primary,,,,
GADZEMA,Primary,,,,
GADZIKA ,Primary,,,,
GADZINGO SECONDARY,Secondary,,,,
GAERESI,Primary,,,,
GAHA,Primary,,,,
GAIKA,Primary,,,,
GAINLANDS PRIMARY,Primary,,,,
GAIREZI,Secondary,,,,
GALA,Primary,,,,
GAMANYA,Primary,,,,
GAMANYA,Secondary,,,,
GAMANYA ,Primary,,,,
GAMBE SANYATWE,Secondary,,,,
GAMBIZA,Primary,,,,
GAMBIZA,Primary,,,,
GAMBIZA CHIKWEZA,Secondary,,,,
Gambiza Primary School,,8,43,,
GAMBIZA ST. PHILEMON,Primary,,,,
GAMBO,Primary,,,,
GAMBULI,Primary,,,,
GAMBURA,Secondary,,,,
GAMPAKALALA,Primary,,,,
GAMPINYA,Primary,,,,
GAMPU,Primary,,,,
GAMWA,Primary,,,,
GAMWA,Secondary,,,,
Gamwa Primary School,,8,46,,
GANDAHARI,Primary,,,,
GANDAMASUNGO,Primary,,,,
GANDAMI,Secondary,,,,
GANDAMI,Primary,,,,
GANDANGULA PRY,Primary,,,,
GANDANZARA,Primary,,,,
GANDAUTA,Secondary,,,,
GANDAVACHECHE,Primary,,,,
GANDAVAHECHE,Secondary,,,,
GANDAVAROYI,Primary,,,,
GANDAVAROYI,Secondary,,,,
Gande Primary School,,8,44,,
GANDI,Primary,,,,
GANDIDZANWA,Primary,,,,
GANGANGA,Secondary,,,,
GANGANGA,Primary,,,,
GANGANYAMA,Primary,,,,
GANGARABWE  ,Primary,,,,
GANGARE,Primary,,,,
GANYAMBADZE,Primary,,,,
GANYE,Primary,,,,
GANYE,Secondary,,,,
GANYUNGU,Primary,,,,
Ganyungu Primary School,,8,,,
GARAHWA,Secondary,,,,
GARAHWA,Primary,,,,
GARAHWA  B MABEE,Secondary,,,,
GARAI PRIMARY,Primary,,,,
GARANGWE,Primary,,,,
GARANJE,Primary,,,,
GARANYEMBA,Primary,,,,
GARANYEMBA,Secondary,,,,
GARE,Secondary,,,,
Gare Secondary School,,8,46,,
GARENYAMA,Primary,,,,
Garenyama Primary School,,8,43,,
GARIKA,Primary,,,,
GAROYI,Primary,,,,
GATEWAY,Primary,,,,
GATEWAY ,Secondary,,,,
Gateway High School (Zimbabwe),,1,1,,
GATHS MINE PRIMARY,Primary,,,,
GATO,Primary,,,,
GATO,Secondary,,,,
GATSHE GATSHE,Primary,,,,
GATSHE GATSHE,Secondary,,,,
GATSI,Primary,,,,
GATSI,Secondary,,,,
Gatsi Primary School,,10,59,,
Gatsi Secondary School,,10,59,,
GATU,Primary,,,,
GAURURO,Primary,,,,
Gaururo Primary School,,8,43,,
GAVAZA,Primary,,,,
GAVHUNGA ,Secondary,,,,
Gavhunga Secondary School,,5,,,
GAWA,Primary,,,,
GAWA,Secondary,,,,
GAWA,Primary,,,,
GAZA,Primary,,,,
GAZA ,Secondary,,,,
Gaza High School,,10,57,,
GAZA PRIMARY,Primary,,,,
GCABAYI,Primary,,,,
GEBHUZA  HIGH,Secondary,,,,
GEE JAY,Primary,,,,
GEE JAY SECONDARY SCHOOL,Secondary,,,,
GEGEMA,Primary,,,,
George Emmanuel College High S,,1,1,,
GEORGE HILL,Primary,,,,
George Hill Primary School,,8,44,,
GEORGE SILUNDIKA,Secondary,,,,
GEORGE SILUNDIKA ,Primary,,,,
GEORGE STARK HIGH,Secondary,,,,
GERT NEL ,Primary,,,,
GEZANI,Secondary,,,,
GEZANI,Primary,,,,
GEZI,Primary,,,,
Gezi Secondary School,,3,9,,
GIDEON MHLANGA,Secondary,,,,
Gideon Mlhanga High School,,10,57,,
GIFFORD HIGH,Secondary,,,,
Gifford High School,,2,3,,
GILLINGHAM,Primary,,,,
GILSTON (CHAMINUKA ),Secondary,,,,
GILSTONE ,Primary,,,,
Girls' College,,2,3,,
GIRLS COLLEGE HIGH,Secondary,,,,
GIRLS HIGH,Secondary,,,,
Girls High School,,1,1,,
GLASS BLOCK 1,Primary,,,,
GLASS BLOCK 2,Primary,,,,
Glass Block No 3 School,,7,,,
GLASS BLOCK NO. 3,Primary,,,,
GLEN  VIEW   7,Primary,,,,
GLEN  VIEW  4,Primary,,,,
GLEN  VIEW  5,Primary,,,,
GLEN  VIEW 6,Primary,,,,
GLEN FOREST,Secondary,,,,
GLEN GREY,Primary,,,,
GLEN NORAH  INFILL,Primary,,,,
GLEN NORAH 2 HIGH,Secondary,,,,
GLEN NORAH HIGH,Secondary,,,,
Glen Norah High 1,,1,1,,
GLEN NORAH NO 7,Primary,,,,
GLEN VIEW  3,Primary,,,,
GLEN VIEW 1,Primary,,,,
GLEN VIEW 2,Primary,,,,
GLEN VIEW 2 HIGH,Secondary,,,,
GLEN VIEW 3 HIGH,Secondary,,,,
Glen View 4 primary school,,1,1,,
GLEN VIEW 8 PRIMARY,Primary,,,,
GLEN VIEW 9,Primary,,,,
GLEN VIEW I HIGH,Secondary,,,,
GLENADA,Primary,,,,
GLENARA,Primary,,,,
GLENARA SECONDARY SCHOOL,Secondary,,,,
GLENBROOK,Primary,,,,
GLENBURN,Primary,,,,
GLENGREY,Primary,,,,
Gloag High School – [[Turk Min,,6,,,
GLOAG RANCH,Primary,,,,
GLOAG SEC,Secondary,,,,
GLOBE & PHOENIX,Primary,,,,
Globe & Phoenix Secondary Scho,,8,44,,
GLOBE AND PHOENIX,Secondary,,,,
GLYNAMEL,Primary,,,,
GOBATEMA,Primary,,,,
Gobhi Primary School – Lupane,,6,29,,
GOBHI PRY,Primary,,,,
GOBO,Primary,,,,
Gobo Primary School,,8,44,,
GOBVU,Primary,,,,
GODFREY HUGGINS,Primary,,,,
GODLWAYO,Primary,,,,
GODLWAYO ANNEX OF GLENGRE,Primary,,,,
GODZI,Primary,,,,
GODZI,Secondary,,,,
Gogo High School – Dandanda,,6,,,
GOGO SEC,Secondary,,,,
GOHOLE,Secondary,,,,
GOHOLE  2,Primary,,,,
GOKO,Secondary,,,,
GOKO,Primary,,,,
GOKO PRIMARY,Primary,,,,
GOKOMERE C.P.S.,Primary,,,,
GOKOMERE HIGH ,Secondary,,,,
GOKORO,Primary,,,,
GOKWE ST AGNES,Primary,,,,
GOLDEN VALLEY,Primary,,,,
GOLDRIDGE ,Primary,,,,
GOLDRIDGE COLLEGE,Secondary,,,,
Goldridge College – [[Kwekwe,,8,44,,
Goldridge Primary School,,8,44,,
GOMBA,Secondary,,,,
GOMBA ,Primary,,,,
GOMBAKOMBA,Secondary,,,,
GOMBAKOMBA,Primary,,,,
GOMBALUME,Primary,,,,
Gombalume Primary School – Tsh,,6,31,,
GOMBEKOMBE,Secondary,,,,
GOMBERA,Primary,,,,
GOMBO,Primary,,,,
GOMBO,Primary,,,,
GOMO,Primary,,,,
GOMO PRIMARY,Primary,,,,
GOMO SECONDAY SCHOOL,Secondary,,,,
GOMOGURU,Secondary,,,,
Gomoguru Secondary School,,8,,,
GOMOLA,Primary,,,,
Gomola Primary School,,8,44,,
GOMOREFU,Secondary,,,,
GOMOZA,Primary,,,,
GOMUTUTU,Primary,,,,
GOMUTUTU,Secondary,,,,
Gomututu Primary School,,8,43,,
GONA ,Primary,,,,
GONAWAPOTERA,Secondary,,,,
Gonawapotera Secondary School,,8,40,,
GONDE,Primary,,,,
GONDO PRIMARY,Primary,,,,
GONDO PRIMARY,Primary,,,,
GONDWI ,Primary,,,,
GONO,Primary,,,,
GONO,Secondary,,,,
GONO ,Primary,,,,
GONONGONO,Secondary,,,,
GONONGONO,Primary,,,,
GONONO,Primary,,,,
GONONO  SEC,Secondary,,,,
GONORA,Primary,,,,
GONYE ,Primary,,,,
GONYE SDA,Primary,,,,
GONZA,Primary,,,,
GONZA,Secondary,,,,
GOODHOPE,Primary,,,,
Goodhope,Primary,,,,
GOODHOPE,Secondary,,,,
GOODHOPE,Primary,,,,
GOODHOPE,Primary,,,,
GOODHOPE ,Primary,,,,
GORA,Primary,,,,
GOREDEMA,Primary,,,,
GOREDEMA,Primary,,,,
GOROMOKWA,Primary,,,,
GOROMONZI,Secondary,,,,
GOROMONZI (MUDZI),Primary,,,,
GOROMONZI COMMITTEE,Primary,,,,
GOROMONZI HIGH,Secondary,,,,
Goromonzi High School,,3,5,,
Goromonzi Secondary School,,3,8,,
GORONDONDO,Primary,,,,
GORONI ST BONIFACE,Primary,,,,
GORORO,Primary,,,,
GORORO ,Primary,,,,
GORUBI SPRINGS  CHIRIMUTS,Primary,,,,
GORWA,Primary,,,,
GOSHA,Primary,,,,
GOSHO,Secondary,,,,
GOSHO,Primary,,,,
GOTA,Primary,,,,
GOTA,Secondary,,,,
GOTEKA,Primary,,,,
GOTEKA,Secondary,,,,
GOTORA,Secondary,,,,
GOTORA,Primary,,,,
GOTORA,Primary,,,,
GOTORA,Secondary,,,,
Gotora Secondary School,,10,55,,
GOTSHOMBO,Primary,,,,
Govakova Secondary School,,10,58,,
GOVARIZADZE,Secondary,,,,
Govarizadze Secondary School,,8,47,,
GOVERA,Secondary,,,,
GOVERA,Primary,,,,
Govera Primary and Secondary,,3,5,,
GOVERE,Primary,,,,
GOVERE,Secondary,,,,
GOVERE,Primary,,,,
GOVERE PRIMARY,Primary,,,,
GOVERE PRIMARY,Primary,,,,
Govere Primary School,,8,40,,
GOVO PRIMARY,Primary,,,,
GOWAKOWA,Secondary,,,,
GOZHO PRIMARY,Primary,,,,
GOZI,Secondary,,,,
GOZI,Primary,,,,
GOZONYA,Primary,,,,
GQALAZA,Primary,,,,
GRACE COVENANT,Primary,,,,
GRAND CHASE,Primary,,,,
GRASSFLATS   PRIMARY,Primary,,,,
GRASSLANDS,Primary,,,,
GRASSLANDS,Primary,,,,
GRAVESAND,Primary,,,,
GREAT DYKE,Primary,,,,
GREAT GAIN ,Primary,,,,
GREATGAIN,Secondary,,,,
GREEN GABLES,Secondary,,,,
GREENCROFT,Primary,,,,
GREENFIELD PRIMARY,Primary,,,,
GREENFIELDS,Primary,,,,
GREENGROVE,Primary,,,,
GREENVALLEY,Secondary,,,,
GRESHAM,Primary,,,,
Gresham Primary School,,8,47,,
GREYSTONE PARK,Primary,,,,
GREYSTONES,Secondary,,,,
GROOMBRIDGE,Primary,,,,
GROVE,Primary,,,,
GUARDIAN ANGEL,Primary,,,,
GUBULA,Primary,,,,
Gubula Primary School,,7,,,
GUCHACHA PRIMARY,Primary,,,,
GUDO,Primary,,,,
GUDO,Primary,,,,
GUDO ,Primary,,,,
GUDO SANGWE,Primary,,,,
GUDUBU,Primary,,,,
GUDUBU,Secondary,,,,
GUDYANGA,Secondary,,,,
GUDYANGA,Primary,,,,
GUDZA,Secondary,,,,
GUDZA ,Primary,,,,
GUGA PRIMARY,Primary,,,,
Guga Primary School – Lupane,,6,29,,
GUHUNE,Secondary,,,,
GUIDING STAR,Secondary,,,,
GUINEA FOWL,Primary,,,,
GUINEA FOWL,Secondary,,,,
Guinea Fowl High School,,8,43,,
Guinea Fowl Primary School,,8,43,,
GUKUKU,Secondary,,,,
GUKURE,Secondary,,,,
GUKUTA (ST LUCY),Secondary,,,,
GUMA RANGE,Primary,,,,
GUMBALO,Primary,,,,
GUMBALO,Secondary,,,,
GUMBANJERA,Secondary,,,,
GUMBANJERA,Primary,,,,
Gumbanjera Primary and High Sc,,3,9,,
GUMBEZE,Primary,,,,
GUMBOCHUMA,Primary,,,,
GUMBONZVANDA,Secondary,,,,
GUMBONZVANDA,Primary,,,,
Gumbonzvanda Secondary School,,3,,,
GUMBU PRIMARY,Primary,,,,
GUMBURE,Primary,,,,
GUMBURE,Primary,,,,
Gumbure Primary School,,8,43,,
GUMEDE,Primary,,,,
Gumede Primary School – Lupane,,6,29,,
GUMINDOGA,Secondary,,,,
GUMINDOGA ,Primary,,,,
GUMIRA   PRIMARY,Primary,,,,
GUMUNYU,Primary,,,,
GUMUNYU,Secondary,,,,
Gumunyu Secondary School,,8,,,
GUNDA ST David,Primary,,,,
GUNDE,Secondary,,,,
GUNDE,Primary,,,,
GUNDE,Secondary,,,,
GUNDE ,Primary,,,,
Gunde Primary School,,8,43,,
Gunde Secondary School,,10,55,,
GUNDEKUNDE,Primary,,,,
Gundekunde Primary School,,8,47,,
GUNDURA,Primary,,,,
GUNDURA (ZVINYANINGWE),Secondary,,,,
GUNDUZA PRIMARY,Primary,,,,
GUNDWANE,Primary,,,,
GUNGUHWE,Primary,,,,
GUNGUHWE,Secondary,,,,
GUNGUHWE,Primary,,,,
Gunguhwe Secondary School,,4,18,,
GUNGUVU,Primary,,,,
GUNGWA,Primary,,,,
GUNGWE,Primary,,,,
GUNGWE,Secondary,,,,
GUNI,Secondary,,,,
GUNI ,Primary,,,,
GUNIKUNI,Secondary,,,,
GUNIKUNI,Primary,,,,
GUNURA,Primary,,,,
GUNURA,Secondary,,,,
GURA PRIMARY,Primary,,,,
GURAJENA PRIMARY,Primary,,,,
GURAMATUNHU,Primary,,,,
GURAMATUNHU,Primary,,,,
Guramatunhu Primary School,,8,40,,
GURAMBIRA,Primary,,,,
GURAWAKANYA,Secondary,,,,
Gurawakanya Primary School,,8,,,
GURUNGWA ,Primary,,,,
GURUNGWENI,Primary,,,,
GURURE,Primary,,,,
GURURE,Secondary,,,,
GURURE,Primary,,,,
GURUVE,Primary,,,,
GUTAURARE,Primary,,,,
GUTE,Primary,,,,
GUTSARUZHINJI,Primary,,,,
GUTU CPS,Primary,,,,
GUTU HIGH,Secondary,,,,
GUTU UNITED,Primary,,,,
GUVAKUVA,Secondary,,,,
GUVAKUVA,Primary,,,,
GUVAMATANGA,Primary,,,,
GUVAMOMBE,Primary,,,,
GUWE,Secondary,,,,
GUWE,Primary,,,,
GUYO  PRIMARY,Primary,,,,
GUYSON KURUNERI,Secondary,,,,
GUYU,Primary,,,,
GUYU,Secondary,,,,
GUZHA,Primary,,,,
GUZHA ,Primary,,,,
GUZHA SECONDARY,Secondary,,,,
GWAAI PRIMARY  SCHOOL,Primary,,,,
Gwaai Primary School,,8,43,,
GWAAI VALLEY PRIMARY,Primary,,,,
GWABILA,Primary,,,,
GWAGWA,Primary,,,,
GWAI,Primary,,,,
GWAIVHI,Primary,,,,
GWAKWE,Primary,,,,
GWAKWE,Primary,,,,
GWAMADUBE,Primary,,,,
GWAMAKUNGUVO,Secondary,,,,
GWAMANJOMA,Primary,,,,
GWAMANYANGA,Primary,,,,
GWAMARARA,Primary,,,,
GWAMATENGA,Primary,,,,
GWAMAYAYA SDA,Primary,,,,
GWAMBE,Primary,,,,
GWAMBE,Secondary,,,,
Gwambe Primary School,,7,,,
GWAMURE,Secondary,,,,
Gwamure/Ganyungu High School,,8,,,
GWANDA GOVERNMENT,Secondary,,,,
Gwanda Government School,,7,,,
GWANDA HIGH SCHOOL,Secondary,,,,
Gwanda High School,,7,,,
GWANDAVALE,Primary,,,,
GWANGWADZA,Secondary,,,,
GWANGWADZA,Primary,,,,
GWANGWALIBA PRIMARY,Primary,,,,
GWANGWAVA,Primary,,,,
Gwangwava High School,,4,18,,
GWANGWAVA SEC,Secondary,,,,
GWANHA ,Primary,,,,
GWANYIKA,Primary,,,,
Gwanyika Primary School,,8,,,
GWANZA,Primary,,,,
Gwanza Primary School,,8,40,,
GWARAVA,Primary,,,,
Gwarava Primary School,,8,43,,
GWARIRO,Primary,,,,
GWARIWA,Primary,,,,
GWARUSONDE,Primary,,,,
GWASECHE,Primary,,,,
GWASHURE,Secondary,,,,
GWASHURE,Primary,,,,
GWASIRA,Primary,,,,
GWATAGWATA  ,Primary,,,,
GWATEMBA,Primary,,,,
GWATUTA PRIMARY,Primary,,,,
GWAVACHEMAI,Secondary,,,,
Gwavamutangwi Primary School,,8,43,,
GWAVI,Primary,,,,
Gwayi Primary – Tsholotsho,,6,31,,
GWAYI RIVER,Secondary,,,,
GWAZE,Primary,,,,
GWEBI COLLEGE ,Primary,,,,
GWEBO,Secondary,,,,
GWEBO,Primary,,,,
GWEBU,Primary,,,,
GWEBU,Secondary,,,,
GWEHAVA,Primary,,,,
GWEHAVA,Secondary,,,,
GWELUTSHENA,Primary,,,,
GWEMVURACHENA,Primary,,,,
GWENA (MATSINE) MT RUUNZE,Secondary,,,,
GWENDINGWE,Primary,,,,
GWENGAVI PRIMARY,Primary,,,,
GWENGOMBE,Primary,,,,
GWENGWENA,Primary,,,,
GWENOMBE,Primary,,,,
Gwenómbe Langwani Primary Scho,,8,47,,
GWENORO,Primary,,,,
GWENUNGU,Primary,,,,
Gwenungu Primary School,,8,,,
GWENYA,Primary,,,,
Gwenya Primary School,,8,,,
GWENZI,Secondary,,,,
GWENZI,Primary,,,,
GWENZI ,Secondary,,,,
GWENZIMKULU  SIYAPAMBILI,Secondary,,,,
GWENZIMUKULU ,Primary,,,,
GWERIMA,Primary,,,,
Gweru Polytechnic Institute – ,,8,43,,
GWESE,Secondary,,,,
GWESE,Primary,,,,
Gwese Secondary School,,10,59,,
GWESELA ST ANDREWS,Primary,,,,
GWESHE,Secondary,,,,
GWESHE,Primary,,,,
Gweshe High School,,4,15,,
Gweshe Primary School,,4,15,,
Gweshe Secondary School,,4,18,,
GWETSANGA,Primary,,,,
GWIDZA,Secondary,,,,
GWINDINGWI,Primary,,,,
GWINDINGWI,Secondary,,,,
GWINDINGWI,Secondary,,,,
Gwindingwi Secondary School,,10,58,,
GWINGWIZHA,Primary,,,,
GWINYAI,Primary,,,,
GWINYIRO,Primary,,,,
GWIRA ,Secondary,,,,
GWIRA PRIMARY,Primary,,,,
GWIRANENZARA,Primary,,,,
GWIRINDINDI,Secondary,,,,
Gwirindindi Secondary School,,10,59,,
GWITIMA ,Primary,,,,
GWITSHI,Primary,,,,
GWIWA,Primary,,,,
GWIWA,Secondary,,,,
HADANE ,Secondary,,,,
HADYA,Secondary,,,,
HADYA,Primary,,,,
HAIG PARK,Primary,,,,
HAISOSWI,Primary,,,,
HAKWATA,Primary,,,,
HALALE,Primary,,,,
Halale Primary School – [[Mato,,7,,,
HALISUPI,Primary,,,,
HALISUPI,Secondary,,,,
HALLINGBURY,Primary,,,,
Hama Mission,,8,40,,
"HAMA ST JOSEPH,S",Primary,,,,
HAMAMAOKO,Primary,,,,
HAMANDISHE,Primary,,,,
HAMBAKWE PRY,Primary,,,,
HAMBE,Primary,,,,
HAMBE ,Secondary,,,,
HAMILTON HIGH,Secondary,,,,
Hamilton High School (Bulawayo,,2,3,,
HANAWA,Primary,,,,
Hanawa Primary School,,8,46,,
Hanawa Primary School,,8,47,,
HANDE,Secondary,,,,
HANDE,Primary,,,,
Hande High School,,10,55,,
HANDINA,Secondary,,,,
HANDINA,Primary,,,,
